system:index,B2,B3,B4,B8,class,.geo
1_00000000000000000003_9_0,579.0,821.0,1184.0,1970.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.37071967787963,-37.907602432681834]}"
1_000000000000000000b3_0_0,769.5,1163.0,1559.0,2629.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3366735286115,-37.860351048737144]}"
1_000000000000000000b3_1_0,769.5,1111.0,1553.0,2431.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3367633601399,-37.860171385680324]}"
1_000000000000000000b3_2_0,703.0,1030.0,1469.0,2477.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3367633601399,-37.86026121720874]}"
1_000000000000000000b3_3_0,789.5,1141.0,1634.0,2482.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.33658369708309,-37.860351048737144]}"
1_000000000000000000b3_4_0,789.5,1141.0,1634.0,2482.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.33658369708309,-37.860351048737144]}"
1_000000000000000000b3_5_0,703.0,1030.0,1469.0,2477.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3367633601399,-37.86026121720874]}"
1_000000000000000000b3_6_0,804.5,1311.0,1786.0,2689.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3367633601399,-37.860351048737144]}"
1_000000000000000000b3_7_0,703.0,1030.0,1469.0,2477.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3367633601399,-37.86026121720874]}"
1_000000000000000000b3_8_0,804.5,1311.0,1786.0,2689.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3367633601399,-37.860351048737144]}"
1_000000000000000000b3_9_0,769.5,1163.0,1559.0,2629.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3366735286115,-37.860351048737144]}"
1_0000000000000000018f_0_0,518.0,726.0,706.0,1150.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40602346854553,-37.97353877453621]}"
1_0000000000000000018f_1_0,706.5,994.5,1227.0,2487.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40557431090346,-37.97335911147938]}"
1_0000000000000000018f_2_0,556.5,788.5,831.5,1873.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40692178382963,-37.9742574267635]}"
1_0000000000000000018f_3_0,491.5,734.0,721.0,1509.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40683195230122,-37.97416759523509]}"
1_0000000000000000018f_4_0,456.0,625.5,677.0,1561.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40701161535804,-37.9742574267635]}"
1_0000000000000000018f_5_0,536.0,804.5,738.5,1044.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40620313160235,-37.97371843759303]}"
1_0000000000000000018f_6_0,536.0,804.5,738.5,1044.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40620313160235,-37.97371843759303]}"
1_0000000000000000018f_7_0,611.0,889.5,888.5,1237.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40638279465918,-37.973898100649855]}"
1_0000000000000000018f_8_0,481.0,710.5,700.5,1340.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4057539739603,-37.97335911147938]}"
1_0000000000000000018f_9_0,515.0,807.0,705.5,1125.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.4064726261876,-37.973898100649855]}"
1_0000000000000000012c_0_0,738.0,976.5,1343.0,1975.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.3840147440846,-37.78462307028587]}"
1_0000000000000000012c_1_0,751.5,1036.0,1455.0,2085.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38392491255618,-37.78462307028587]}"
1_0000000000000000012c_2_0,751.5,1036.0,1455.0,2085.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38392491255618,-37.78462307028587]}"
1_0000000000000000012c_3_0,644.5,884.5,1209.0,1804.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38419440714142,-37.78462307028587]}"
1_0000000000000000012c_4_0,644.5,884.5,1209.0,1804.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38419440714142,-37.78462307028587]}"
1_0000000000000000012c_5_0,688.5,965.0,1296.0,1960.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38374524949936,-37.78453323875746]}"
1_0000000000000000012c_6_0,648.0,884.5,1207.0,1897.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.384104575613,-37.78462307028587]}"
1_0000000000000000012c_7_0,644.5,884.5,1209.0,1804.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38419440714142,-37.78462307028587]}"
1_0000000000000000012c_8_0,751.5,1036.0,1455.0,2085.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38392491255618,-37.78462307028587]}"
1_0000000000000000012c_9_0,751.5,1036.0,1455.0,2085.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.38392491255618,-37.78462307028587]}"
